Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
28,Ron Baker,SG,25,WAS,4,45,-2,0,1,0,0,9.8,4.8,5.1,1.1,1.9,33.3,5.7,,-0.1,0,-0.1,-0.12,,-8.8,0.8,-8.1,-0.1
29,Wade Baldwin,PG,22,POR,16,94,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27,23.3,,-0.4,0.1,-0.3,-0.153,,-9.3,-1.4,-10.7,-0.2
30,Lonzo Ball,PG,21,LAL,47,1423,11.7,0.487,0.5,0.105,4,14,9.1,23.8,2.3,1.1,17.8,16.9,,-0.2,1.7,1.6,0.052,,-0.9,1.5,0.5,0.9
31,Mohamed Bamba,C,20,ORL,47,766,14.9,0.539,0.288,0.259,8.8,24,16.3,7.4,0.8,7,13.7,17.8,,0.3,1.4,1.7,0.106,,-3.3,3.1,-0.2,0.4
32,J.J. Barea,PG,34,DAL,38,752,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,,0.4,0.6,1,0.064,,1.1,-2.2,-1.1,0.2
33,Harrison Barnes,PF-SF,26,TOT,77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,,2,1.6,3.6,0.068,,-0.6,-1.8,-2.3,-0.2
33,Harrison Barnes,PF,26,DAL,49,1584,13.1,0.538,0.434,0.276,2.4,11.5,7,6.3,1,0.6,7.8,23.7,,0.8,1.1,1.9,0.059,,-0.9,-2.1,-3,-0.4
33,Harrison Barnes,SF,26,SAC,28,949,12.3,0.578,0.419,0.258,2.2,14.8,8.4,7.5,0.8,0.2,8,16.3,,1.1,0.5,1.7,0.084,,-0.1,-1.2,-1.2,0.2
34,Will Barton,SG,28,DEN,43,1189,11,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20,,0.1,1.1,1.2,0.049,,-1.8,-0.5,-2.3,-0.1
35,Keita Bates-Diop,SF,23,MIN,30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,,0,0.4,0.3,0.032,,-3.2,0,-3.1,-0.1
36,Nicolas Batum,SF,30,CHO,75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,,2,1.7,3.7,0.076,,-0.1,0.9,0.8,1.7
37,Jerryd Bayless,PG,30,MIN,34,657,8.5,0.431,0.426,0.122,1.8,8.4,5,24.6,1.3,0.3,11.7,17.6,,-0.2,0.2,0,-0.003,,-2.4,-2.7,-5.1,-0.5
38,Aron Baynes,C,32,BOS,51,821,14,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,,1.3,1.1,2.4,0.139,,-1.2,1.4,0.2,0.5
39,Kent Bazemore,SG,29,ATL,67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22,,-0.7,1.4,0.7,0.021,,-2.2,0,-2.2,-0.1
40,Bradley Beal,SG,25,WAS,82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,,5.9,1.7,7.6,0.12,,3.9,-1.1,2.8,3.7
41,Malik Beasley,SG,22,DEN,81,1879,14.2,0.599,0.55,0.09,2,9.5,5.8,7.5,1.4,0.5,6.7,18.7,,2.9,1.6,4.5,0.115,,1.4,-1.9,-0.5,0.7
42,Michael Beasley,PF,30,LAL,26,277,15.9,0.532,0.111,0.255,4.9,17.2,11.2,14.8,1.5,3,13.7,29.5,,-0.1,0.4,0.2,0.039,,-3.7,-0.4,-4,-0.1
43,Marco Belinelli,SG,32,SAS,79,1815,11.9,0.557,0.572,0.18,1,10.8,5.9,10.1,0.9,0.4,8.8,19.8,,1.4,1.1,2.5,0.065,,0.3,-2.4,-2.1,0
44,Jordan Bell,C,24,GSW,68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,,0.5,1.1,1.6,0.096,,-3.1,2.8,-0.4,0.3
45,DeAndre' Bembry,SG,24,ATL,82,1931,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,,-0.9,1.7,0.9,0.022,,-3.3,1.1,-2.2,-0.1
46,Dragan Bender,PF,21,PHO,46,826,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1,2.2,14.4,13.4,,0,0.4,0.5,0.027,,-3.1,-0.3,-3.4,-0.3
47,Dairis Bertāns,SG,29,NOP,12,167,2,0.362,0.723,0,1.3,4.3,2.8,7.2,0.3,0,4.1,12,,-0.2,0,-0.2,-0.054,,-4.2,-3.5,-7.7,-0.2
48,Dāvis Bertāns,PF,26,SAS,76,1632,13,0.632,0.746,0.132,1.6,16,8.8,8.2,1,1.7,8.2,14.1,,2.6,1.5,4,0.118,,1.6,-0.4,1.2,1.3
49,Patrick Beverley,PG,30,LAC,78,2137,11.8,0.561,0.591,0.258,3.9,15,9.6,18.4,1.5,1.6,13.8,12.2,,2.8,2,4.8,0.108,,1.2,1.2,2.3,2.3
50,Khem Birch,C,26,ORL,50,643,19.2,0.64,0.007,0.55,13,18.8,15.8,8.5,1.4,3.8,9.6,14.1,,1.8,1,2.8,0.212,,0.2,2.3,2.4,0.7
51,Bismack Biyombo,C,26,CHO,54,783,14.4,0.602,0,0.583,11,23.3,17,5.9,0.7,4.6,14.8,12.7,,1.2,0.8,2,0.125,,-2.5,1.5,-1.1,0.2
52,Nemanja Bjelica,PF,30,SAC,77,1788,15.4,0.585,0.433,0.155,7,18.8,12.8,11.1,1.4,2.7,11.5,16.5,,2.7,1.9,4.5,0.122,,0.8,1.2,2,1.8
53,Antonio Blakeney,SG,22,CHI,57,829,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,,-0.8,0.3,-0.5,-0.03,,-4.7,-3.7,-8.4,-1.3
54,Eric Bledsoe,PG,29,MIL,78,2272,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,,4.4,3.7,8.2,0.173,,2.5,1,3.5,3.2
55,Jaron Blossomgame,SF,25,CLE,27,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9,12.2,,0.2,0.1,0.3,0.03,,-3.1,-1.5,-4.5,-0.3
56,Bogdan Bogdanović,SG,26,SAC,70,1947,14.1,0.53,0.431,0.188,2.1,11,6.4,19.3,1.7,0.7,11.1,22.3,,1.3,1.4,2.7,0.067,,0.5,-1.2,-0.7,0.6
57,Bojan Bogdanović,SF,29,IND,81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,,3.9,2.8,6.8,0.126,,1.4,-1.4,0,1.3
58,Andrew Bogut,C,34,GSW,11,134,13.4,0.523,0,0.083,10,32.8,21.9,10.6,1.1,5,17.7,14.5,,0.1,0.2,0.3,0.111,,-4.3,3.1,-1.3,0
59,Jonah Bolden,PF,23,PHI,44,639,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,,0.5,0.9,1.4,0.106,,-0.8,2,1.2,0.5
60,Isaac Bonga,PG,19,LAL,22,120,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,,-0.3,0.2,-0.1,-0.059,,-7.3,3,-4.3,-0.1
61,Devin Booker,SG,22,PHO,64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,,3.3,0.3,3.5,0.076,,3.8,-3,0.8,1.6
62,Chris Boucher,PF,26,TOR,28,163,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,,0.2,0.4,0.7,0.194,,-1.7,2.8,1.1,0.1
63,Avery Bradley,SG,28,TOT,63,1905,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1,0.7,12.4,16.2,,-0.6,1,0.3,0.009,,-1.7,-1,-2.8,-0.4
63,Avery Bradley,SG,28,LAC,49,1463,5.5,0.464,0.41,0.06,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,,-1,0.6,-0.3,-0.011,,-2.4,-0.7,-3.1,-0.4
63,Avery Bradley,SG,28,MEM,14,442,14.5,0.565,0.388,0.133,2,9.3,5.6,21.6,1.6,0,12.3,22.9,,0.3,0.4,0.7,0.074,,0.6,-2.1,-1.5,0.1
64,Tony Bradley,C,21,UTA,3,36,19.6,0.504,0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,,0,0.1,0.1,0.13,,-2,1.3,-0.7,0
65,Corey Brewer,SF,32,TOT,31,492,11.6,0.532,0.358,0.35,5.4,10.7,8,10.2,3,1.2,11.8,13.6,,0.4,0.6,1,0.095,,-1.1,1,-0.1,0.2
65,Corey Brewer,SF,32,PHI,7,140,10.8,0.484,0.286,0.265,3.1,9.6,6.4,10,4,1.1,12.8,18.8,,-0.1,0.2,0.1,0.044,,-3.2,0.8,-2.4,0
65,Corey Brewer,SF,32,SAC,24,352,12,0.562,0.405,0.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,,0.5,0.4,0.8,0.115,,-0.3,1.1,0.9,0.3
66,Mikal Bridges,SF,22,PHO,82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6,9.8,2.5,1.3,10.2,12.2,,1.7,1.2,2.9,0.058,,-0.5,0.3,-0.2,1.1
67,Miles Bridges,SF,20,CHO,80,1696,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,,1.4,1.5,2.9,0.083,,-1.2,0.5,-0.6,0.6
68,Isaiah Briscoe,PG,22,ORL,39,559,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21,1,0.3,17.2,14.1,,-0.3,0.5,0.3,0.023,,-5,-0.6,-5.6,-0.5
69,Ryan Broekhoff,SG,28,DAL,42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,,0.5,0.3,0.8,0.086,,-0.7,-1.7,-2.3,0
70,Malcolm Brogdon,SG,26,MIL,64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8,16.2,1.2,0.6,10,20.7,,4.2,2.3,6.5,0.171,,1.9,-0.3,1.5,1.6
71,Dillon Brooks,SF,23,MEM,18,330,7.6,0.499,0.328,0.246,3,7.6,5.3,7.6,1.5,1.1,12.3,20.9,,-0.3,0.3,0,-0.004,,-4.2,-1.9,-6.1,-0.3
72,MarShon Brooks,SG,30,MEM,29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11,1.2,1,10.3,23.6,,-0.2,0.3,0.1,0.018,,-2.9,-2.6,-5.6,-0.3
73,Bruce Brown,SG,22,DET,74,1449,6.9,0.469,0.296,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,,-0.1,1.6,1.5,0.048,,-3.7,1.7,-2,0
74,Jaylen Brown,SG,22,BOS,74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,,0.7,2.4,3,0.076,,-1.5,-0.6,-2.1,0
75,Lorenzo Brown,PG,28,TOR,26,212,6.3,0.38,0.394,0.042,2.6,12.9,7.9,17.3,2.7,2,18.1,17.9,,-0.5,0.3,-0.1,-0.027,,-5.8,1.5,-4.3,-0.1
76,Sterling Brown,SG,23,MIL,58,1034,10.9,0.563,0.471,0.135,3,14.4,9,10.7,1.1,0.7,12.2,15.2,,0.7,1.4,2.1,0.098,,-1.6,0,-1.6,0.1
77,Troy Brown,SF,19,WAS,52,730,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,,0.2,0.4,0.6,0.039,,-2.6,-1.2,-3.7,-0.3
78,Jalen Brunson,PG,22,DAL,73,1591,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,,1.5,1,2.6,0.077,,-0.8,-1.6,-2.5,-0.2
79,Thomas Bryant,C,21,WAS,72,1496,21,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,,4.3,1.3,5.6,0.178,,1.2,0.4,1.6,1.3
80,Reggie Bullock,SG,27,TOT,63,1879,10.5,0.563,0.662,0.143,1.2,8.8,4.9,10.1,1,0.5,9.3,15.8,,1.6,1.4,3.1,0.078,,0.1,-1,-0.9,0.5
80,Reggie Bullock,SG,27,DET,44,1355,11,0.569,0.667,0.145,1.6,8.6,5,12,0.9,0.3,10.3,16.7,,1.4,1,2.4,0.084,,0.7,-1.2,-0.5,0.5
80,Reggie Bullock,SG,27,LAL,19,524,9.1,0.545,0.647,0.137,0.4,9.3,4.9,5,1.4,1.1,6.3,13.7,,0.2,0.4,0.7,0.061,,-1.3,-0.5,-1.8,0
81,Trey Burke,PG,26,TOT,58,1125,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,,1.4,0.5,1.9,0.081,,0.7,-3.2,-2.5,-0.1
81,Trey Burke,PG,26,NYK,33,689,15.6,0.496,0.24,0.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,,0.4,0.2,0.6,0.044,,-0.2,-3.3,-3.5,-0.3
81,Trey Burke,PG,26,DAL,25,436,17.9,0.574,0.384,0.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,,1,0.3,1.3,0.14,,2.1,-3,-0.9,0.1
82,Alec Burks,SG,27,TOT,64,1375,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,,0.7,0.8,1.5,0.052,,-1.5,-0.6,-2.2,-0.1
82,Alec Burks,SG,27,UTA,17,269,12.4,0.547,0.377,0.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,,0.2,0.3,0.5,0.084,,-2.2,-1.6,-3.7,-0.1
82,Alec Burks,SG,27,CLE,34,979,13.2,0.517,0.35,0.288,2.8,19,10.6,15,1.3,1.4,10.7,19.2,,0.6,0.3,0.9,0.042,,-1.1,-0.7,-1.8,0.1
82,Alec Burks,SG,27,SAC,13,127,9,0.495,0.3,0.25,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,,0,0.2,0.2,0.062,,-3.8,1.9,-1.9,0
83,Deonte Burton,SG,25,OKC,32,240,7,0.47,0.329,0.146,1.7,10.7,6,5,1.2,2.8,9.3,16.3,,-0.2,0.3,0.1,0.027,,-5.6,-0.6,-6.3,-0.3
84,Jimmy Butler,SF-SG,29,TOT,65,2185,20.2,0.571,0.213,0.404,6,10.5,8.3,18,2.7,1.4,8.2,22.3,,5.4,2.5,7.9,0.173,,2.6,0.6,3.2,2.9
84,Jimmy Butler,SG,29,MIN,10,361,22.3,0.579,0.287,0.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23,,1,0.4,1.3,0.176,,3.7,0.9,4.6,0.6
84,Jimmy Butler,SF,29,PHI,55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18,2.6,1.2,8.4,22.1,,4.4,2.1,6.6,0.172,,2.4,0.5,2.9,2.3
85,Bruno Caboclo,SF,23,MEM,34,800,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,,0.6,0.9,1.5,0.09,,-1,1.2,0.2,0.4
86,José Calderón,PG,37,DET,49,632,7.1,0.453,0.475,0.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,,0,0.5,0.6,0.043,,-4,-1.2,-5.1,-0.5
87,Kentavious Caldwell-Pope,SG,25,LAL,82,2035,12.9,0.568,0.575,0.209,2.5,9.4,6,7.5,1.7,0.5,7.3,18.1,,2.3,1.8,4,0.095,,0.6,-1.2,-0.6,0.7
88,Isaiah Canaan,PG,27,TOT,30,629,8,0.518,0.585,0.146,1,9.2,5.1,18.2,1.1,0.3,16.7,14.2,,0,0.1,0.1,0.008,,-2.4,-2.7,-5.1,-0.5
88,Isaiah Canaan,PG,27,PHO,19,503,7.3,0.515,0.558,0.155,1.1,9.8,5.4,17,1.1,0,17.4,14.2,,-0.1,0,-0.1,-0.007,,-2.7,-2.5,-5.2,-0.4
88,Isaiah Canaan,PG,27,MIN,7,95,12.3,0.536,0.655,0.138,0,5.7,2.8,26.9,1,0.9,11.5,15.4,,0.1,0,0.2,0.079,,-0.4,-4.6,-5,-0.1
88,Isaiah Canaan,PG,27,MIL,4,31,5.2,0.5,0.833,0,3.5,9.3,6.6,11.6,0,2.7,25,10.8,,0,0,0,0.03,,-4.2,-0.1,-4.3,0
89,Clint Capela,C,24,HOU,67,2249,23.8,0.658,0,0.357,14.4,27.6,20.8,7.1,1,3.9,10,18.2,,7.8,3,10.8,0.23,,1.3,1.6,2.9,2.8
90,DeMarre Carroll,PF,32,BRK,67,1703,12.1,0.546,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,,1.5,1.6,3.1,0.088,,-1,-0.7,-1.7,0.1
91,Jevon Carter,PG,23,MEM,39,577,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18,,-0.7,0.7,0,-0.003,,-3.8,-0.1,-4,-0.3
92,Vince Carter,SF,42,ATL,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,,1.2,0.7,1.9,0.07,,-0.2,-1.4,-1.6,0.1
93,Wendell Carter,C,19,CHI,44,1110,15.2,0.541,0.086,0.302,8.4,21.8,15,10.7,1.1,4.5,13.4,19.1,,0.7,1.2,1.9,0.08,,-2.4,1.8,-0.5,0.4
94,Michael Carter-Williams,PG,27,TOT,28,372,14.7,0.458,0.309,0.431,5.4,15,10.1,26.5,2.6,3.4,12,19.4,,0.2,0.6,0.8,0.099,,-2,2,0,0.2
94,Michael Carter-Williams,PG,27,HOU,16,145,12.7,0.476,0.311,0.426,2.2,7.8,5,22.7,3,3.5,12.1,24.7,,0,0.2,0.1,0.044,,-3.3,-0.3,-3.7,-0.1
94,Michael Carter-Williams,PG,27,ORL,12,227,16.1,0.44,0.306,0.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,,0.2,0.4,0.6,0.134,,-1.1,3.5,2.4,0.3
95,Alex Caruso,PG,24,LAL,25,531,13.9,0.569,0.289,0.37,4,9,6.5,19.7,2.1,1.4,17.3,19,,0.5,0.6,1,0.093,,-0.9,0,-0.9,0.2
96,Omri Casspi,SF,30,MEM,36,520,15.7,0.606,0.267,0.36,3.6,21.5,12.4,8.1,1.9,1.6,11,18,,0.6,0.7,1.3,0.119,,-2,0.1,-1.8,0
97,Willie Cauley-Stein,C,25,SAC,81,2213,18,0.566,0.003,0.343,8.2,23.7,15.8,12.3,2,2,9,17.5,,3.8,2.9,6.7,0.146,,-0.2,2.2,2,2.3
98,Troy Caupain,PG,23,ORL,4,16,30.7,0.625,0.375,0,6.6,13.6,10,42.5,3.1,0,0,21.8,,0.1,0,0.1,0.347,,9.4,-0.4,8.9,0
99,Tyler Cavanaugh,PF,24,UTA,11,39,5,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0,0,8.4,13,,0,0,0,0.026,,-4.8,-2.1,-6.9,0
100,Tyson Chandler,C,36,TOT,55,875,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,,0.9,1.2,2.1,0.114,,-3.1,1.8,-1.3,0.2
100,Tyson Chandler,C,36,PHO,7,89,11.5,0.653,0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26,13,,0.1,0.1,0.2,0.092,,-5,0,-5,-0.1
100,Tyson Chandler,C,36,LAL,48,786,11.2,0.626,0.011,0.793,11.4,23.6,17.6,4.8,1.1,2.3,23,8,,0.9,1.1,1.9,0.117,,-2.9,2,-0.9,0.2
101,Wilson Chandler,PF-SF,31,TOT,51,1177,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1,1.4,13.9,11.8,,0.5,1,1.5,0.062,,-1.3,0.3,-1,0.3
101,Wilson Chandler,PF,31,PHI,36,951,9.1,0.561,0.57,0.087,5,13.4,9.4,9.9,1.1,1.5,15.4,11.2,,0.6,0.9,1.5,0.074,,-0.8,0.6,-0.1,0.4
101,Wilson Chandler,SF,31,LAC,15,226,5.8,0.463,0.606,0.106,1.9,19.5,11,5.9,0.6,1.1,9.2,14.2,,-0.1,0.2,0,0.009,,-3.5,-1.3,-4.8,-0.2
